城市,天气,最低气温,最高气温,日期
昌都,中雨转小雨,9,24,2017/6/18
那曲,中雨转小雨,3,15,2017/6/18
阿里,多云,4,16,2017/6/18
诺尔辛迪,局部地区有雷雨,,27,2017/6/18
土库曼纳巴德,晴间多云,,24,2017/6/18
西宁,多云,10,23,2017/6/18
平安,阵雨转多云,12,24,2017/6/18
同仁,阴转小雨,12,20,2017/6/18
共和,阵雨转小雨,12,18,2017/6/18
玛沁,小雨,4,13,2017/6/18
玉树,小雨,6,13,2017/6/18
德令哈,多云,9,18,2017/6/18
海晏,阵雨,5,15,2017/6/18
格尔木,阵雨,5,15,2017/6/18
兰州,多云,19,31,2017/6/18
他曲,大雨,25,,2017/6/18
永珍,零星降雨和雷雨,,25,2017/6/18
丰沙里,一场阵雨或雷雨,,18,2017/6/18
北汕,雷雨,,24,2017/6/18
琅南塔,零星降雨和雷雨,,23,2017/6/18
芒赛,局部地区有雷雨,,23,2017/6/18
蒙育瓦,局部地区有雷雨,,26,2017/6/18
马圭,多云,,25,2017/6/18
棉因,局部地区有雷雨,,25,2017/6/18
敏达,多云,,24,2017/6/18
密且,多云,,26,2017/6/18
合作,多云,6,18,2017/6/18
勃甘基,多云,,27,2017/6/18
包镇,阵雨,,25,2017/6/18
宾当,零星降雨和雷雨,,23,2017/6/18
萨古,多云,,25,2017/6/18
实皆,多云,,26,2017/6/18
艾基,局部地区有雷雨,,24,2017/6/18
纳茂,多云,,24,2017/6/18
甘高,多云,,22,2017/6/18
艾马,多云,,25,2017/6/18
阿弄,局部地区有雷雨,,25,2017/6/18
卡马,零星降雨和雷雨,,23,2017/6/18
敏东,多云,,24,2017/6/18
实戾,多云,,26,2017/6/18
新榜卫,多云,,25,2017/6/18
新彪遵,多云,,26,2017/6/18
德耶谬,一场阵雨或雷雨,,24,2017/6/18
瓦甘,局部地区有雷雨,,25,2017/6/18
定西,多云,13,28,2017/6/18
平凉,多云,16,29,2017/6/18
庆阳,晴转多云,18,27,2017/6/18
武威,晴,19,32,2017/6/18
金昌,晴转多云,19,29,2017/6/18
张掖,晴转多云,17,31,2017/6/18
酒泉,多云,16,31,2017/6/18
天水,多云,18,32,2017/6/18
育瓦迪,少量降雨,,23,2017/6/18
武都,多云,19,31,2017/6/18
临夏,晴转多云,13,28,2017/6/18
格拉杜里,可能有阵雨,,22,2017/6/18
格韦,多云,,25,2017/6/18
高马宾,局部地区有雷雨,,24,2017/6/18
木各具,多云,,25,2017/6/18
沙林,多云,,26,2017/6/18
色漂,多云,,26,2017/6/18
高当,过境阵雨,,27,2017/6/18
敏拉,多云,,25,2017/6/18
萨德瓦,一场阵雨或雷雨,,24,2017/6/18
瑞班多,少量降雨,,23,2017/6/18
东敦枝,多云,,24,2017/6/18
韦当,可能有阵雨,,24,2017/6/18
羌瓦宾,雷雨,,26,2017/6/18
莱尼亚,局部地区有雷雨,,26,2017/6/18
马诺龙,局部地区有雷雨,,26,2017/6/18
密达,低云,,23,2017/6/18
南金,阵雨,,27,2017/6/18
勃劳,零星降雨和雷雨,,24,2017/6/18
巴洛,低云,,24,2017/6/18
登昆,多云,,25,2017/6/18
垒固,多云,,21,2017/6/18
高加力,零星降雨和雷雨,,24,2017/6/18
瑙隆,间歇性降雨和雷雨,,25,2017/6/18
瑞遵,零星降雨和雷雨,,25,2017/6/18
丹当,一场阵雨或雷雨,,19,2017/6/18
巴杜比,阵雨和雷雨,,17,2017/6/18
索镇,零星降雨和雷雨,,22,2017/6/18
白银,晴转多云,17,31,2017/6/18
嘉峪关,多云,18,29,2017/6/18
银川,多云,18,31,2017/6/18
石嘴山,多云,17,32,2017/6/18
吴忠,多云,20,33,2017/6/18
固原,多云,14,27,2017/6/18
中卫,多云,18,32,2017/6/18
郑州,多云,23,32,2017/6/18
安阳,晴,23,34,2017/6/18
哈卡,低云,,15,2017/6/18
隆鄂,阵雨,,16,2017/6/18
提林,低云,,15,2017/6/18
德林达依,局部地区有雷雨,,24,2017/6/18
海金,零星降雨和雷雨,,21,2017/6/18
百力瓦,间歇性降雨和雷雨,,24,2017/6/18
萨米,间歇性降雨和雷雨,,21,2017/6/18
法兰,多云,,21,2017/6/18
阿速坡,零星降雨和雷雨,,23,2017/6/18
新乡,多云,22,34,2017/6/18
许昌,多云,19,31,2017/6/18
平顶山,晴转多云,22,33,2017/6/18
信阳,阴转多云,22,30,2017/6/18
南阳,多云,22,32,2017/6/18
开封,多云,23,33,2017/6/18
洛阳,多云,22,32,2017/6/18
商丘,多云,19,32,2017/6/18
焦作,多云,23,35,2017/6/18
鹤壁,多云,20,33,2017/6/18
梅兰达兰,零星降雨和雷雨,,23,2017/6/18
栋赞,一场阵雨或雷雨,,16,2017/6/18
贾拉拉巴德,多云转阴,,21,2017/6/19
濮阳,多云,21,33,2017/6/18
周口,多云,24,33,2017/6/18
漯河,多云,20,33,2017/6/18
驻马店,多云,20,32,2017/6/18
三门峡,多云转晴,20,33,2017/6/18
济源,多云,21,33,2017/6/18
南京,多云,21,29,2017/6/18
无锡,多云,21,30,2017/6/18
镇江,多云,21,29,2017/6/18
苏州,多云,23,29,2017/6/18
沙马基,多云转阴,,12,2017/6/18
卡代,晴转晴间多云,,23,2017/6/18
凯山丰威汉市,多云,,24,2017/6/18
南通,多云,20,29,2017/6/18
扬州,多云,20,30,2017/6/18
盐城,晴转多云,19,31,2017/6/18
徐州,多云,22,32,2017/6/18
淮安,多云,20,32,2017/6/18
连云港,晴转多云,20,32,2017/6/18
常州,多云,22,29,2017/6/18
泰州,多云,20,30,2017/6/18
宿迁,多云,21,31,2017/6/18
武汉,多云,22,30,2017/6/18
襄阳,多云,22,31,2017/6/18
鄂州,多云,22,30,2017/6/18
孝感,多云,23,30,2017/6/18
黄冈,多云,22,30,2017/6/18
黄石,多云,22,30,2017/6/18
咸宁,阵雨转多云,22,30,2017/6/18
荆州,阴转多云,21,30,2017/6/18
荆州,多云,22,31,2017/6/18
恩施,阵雨转多云,21,28,2017/6/18
十堰,晴,20,31,2017/6/18
廷布,少量降雨,,11,2017/6/18
克萨尔特南戈,几场阵雨和雷雨,,13,2017/6/18
宜昌,多云,21,30,2017/6/18
神农架,多云转晴,15,28,2017/6/18
随州,阴转多云,21,31,2017/6/18
荆门,多云,22,30,2017/6/18
天门,多云,23,31,2017/6/18
仙桃,多云,22,30,2017/6/18
潜江,多云,23,30,2017/6/18
杭州,多云转阴,21,30,2017/6/18
湖州,多云转阴,20,29,2017/6/18
嘉兴,多云,21,28,2017/6/18
宁波,多云转阴,22,29,2017/6/18
越城,多云转阵雨,22,29,2017/6/18
台州,阴转阵雨,22,28,2017/6/18
温州,小雨,21,28,2017/6/18
丽水,多云转阵雨,21,30,2017/6/18
金华,多云转阵雨,21,29,2017/6/18
衢州,小雨,21,28,2017/6/18
舟山,多云,20,28,2017/6/18
合肥,多云,22,30,2017/6/18
蚌埠,多云,21,30,2017/6/18
芜湖,多云,22,30,2017/6/18
淮南,多云,21,30,2017/6/18
马鞍山,多云,21,29,2017/6/18
安庆,多云转阴,22,29,2017/6/18
宿州,多云,21,31,2017/6/18
阜阳,多云,21,31,2017/6/18
亳州,多云,21,31,2017/6/18
黄山,多云转雷阵雨,21,29,2017/6/18
滁州,多云,21,30,2017/6/18
淮北,多云,21,31,2017/6/18
铜陵,多云,22,30,2017/6/18
宣城,多云,21,30,2017/6/18
六安,多云,22,30,2017/6/18
巢湖,多云,22,29,2017/6/18
池州,多云转阴,22,29,2017/6/18
福州,中雨转小雨,21,23,2017/6/18
厦门,中雨,22,23,2017/6/18
宁德,小雨,22,22,2017/6/18
莆田,小雨,22,23,2017/6/18
泉州,中雨,21,23,2017/6/18
漳州,大雨转中雨,23,26,2017/6/18
龙岩,中雨,22,26,2017/6/18
三明,小雨转中雨,21,23,2017/6/18
南平,小雨转中雨,22,23,2017/6/18
南昌,阴转阵雨,23,27,2017/6/18
九江,多云,22,29,2017/6/18
上饶,阵雨,21,24,2017/6/18
抚州,阵雨,22,25,2017/6/18
宜春,多云,21,28,2017/6/18
吉安,阴转多云,23,27,2017/6/18
赣州,阵雨,23,28,2017/6/18
景德镇,多云,22,29,2017/6/18
萍乡,多云,23,28,2017/6/18
新余,多云,22,28,2017/6/18
鹰潭,小雨转阵雨,22,25,2017/6/18
长沙,多云,23,30,2017/6/18
湘潭,多云,23,30,2017/6/18
株洲,多云转阴,23,30,2017/6/18
衡阳,多云,23,29,2017/6/18
郴州,多云,22,26,2017/6/18
赫山区,多云,23,31,2017/6/18
娄底,多云,22,30,2017/6/18
邵阳,多云,22,28,2017/6/18
岳阳,多云转小雨,24,29,2017/6/18
张家界,晴,22,32,2017/6/18
怀化,多云,22,29,2017/6/18
永州,阴转多云,22,28,2017/6/18
吉首,多云,20,30,2017/6/18
贵阳,阵雨,17,21,2017/6/18
临沧,阵雨,19,27,2017/6/18
萨兰达,晴间多云,,15,2017/6/18
遵义,阵雨转阴,18,22,2017/6/18
安顺,阵雨,16,20,2017/6/18
都匀,阵雨,18,24,2017/6/18
凯里,阵雨转阴,20,25,2017/6/18
铜仁,阴转多云,21,28,2017/6/18
毕节,阵雨,15,19,2017/6/18
水城,中雨,14,17,2017/6/18
兴义,阵雨转中雨,17,22,2017/6/18
成都,多云转晴,20,29,2017/6/18
攀枝花,大雨,20,24,2017/6/18
贾拉拉巴德,晴,,21,2017/6/18
自贡,小雨转晴,21,23,2017/6/18
绵阳,多云转晴,20,29,2017/6/18
南充,阴转晴,21,27,2017/6/18
达州,小雨转晴,21,29,2017/6/18
遂宁,阴转晴,21,26,2017/6/18
广安,小雨转晴,21,26,2017/6/18
巴中,阵雨转晴,21,30,2017/6/18
泸州,中雨转晴,20,24,2017/6/18
宜宾,小雨,21,23,2017/6/18
内江,小雨转晴,21,23,2017/6/18
土库曼巴希,晴,,20,2017/6/18
哈拉帕,雷阵雨,22,34,2017/6/18
卡拉科尔,多云转阴,,10,2017/6/18
资阳,小雨转晴,21,25,2017/6/18
乐山,小雨,21,27,2017/6/18
眉山,小雨,21,28,2017/6/18
凉山,小雨,15,19,2017/6/18
雅安,小雨,19,29,2017/6/18
甘孜,中雨,7,14,2017/6/18
阿坝,小雨转中雨,8,16,2017/6/18
德阳,多云转晴,21,29,2017/6/18
广元,多云转晴,20,31,2017/6/18
广州,中雨转大雨,24,28,2017/6/18
惠州,中雨转大雨,23,29,2017/6/18
梅州,大雨,23,28,2017/6/18
汕头,大雨,25,28,2017/6/18
深圳,大雨转暴雨,25,29,2017/6/18
珠海,大雨,25,29,2017/6/18
顺德,中雨,25,29,2017/6/18
肇庆,阵雨转中雨,24,30,2017/6/18
湛江,暴雨转中雨,25,29,2017/6/18
江门,中雨,25,29,2017/6/18
通萨,少量降雨,,13,2017/6/18
河源,中雨转大雨,23,29,2017/6/18
清远,阴转阵雨,24,29,2017/6/18
云浮,中雨,23,29,2017/6/18
潮州,大雨转中雨,23,27,2017/6/18
东莞,大雨,24,29,2017/6/18
中山,大雨,24,27,2017/6/18
阳江,中雨转大雨,25,30,2017/6/18
揭阳,中雨转大雨,24,26,2017/6/18
茂名,中雨转阵雨,24,30,2017/6/18
汕尾,中雨转大雨,24,28,2017/6/18
大理,多云转阵雨,17,26,2017/6/18
红河,中雨,23,32,2017/6/18
曲靖,中雨,17,21,2017/6/18
保山,中雨转阵雨,19,27,2017/6/18
文山,大雨转阵雨,20,25,2017/6/18
玉溪,中雨转阵雨,19,26,2017/6/18
楚雄,多云转阵雨,20,30,2017/6/18
普洱,中雨转阵雨,20,29,2017/6/18
昭通,中雨转小雨,13,17,2017/6/18
巴特肯,晴间多云,,18,2017/6/18
怒江,中雨转小雨,22,30,2017/6/18
香格里拉,多云转阵雨,10,17,2017/6/18
丽江,多云转阵雨,15,24,2017/6/18
德宏,中雨转小雨,22,29,2017/6/18
景洪,中雨转阵雨,24,33,2017/6/18
南宁,多云转阵雨,25,32,2017/6/18
崇左,阵雨,25,31,2017/6/18
柳州,多云转阵雨,24,32,2017/6/18
来宾,多云转阵雨,24,30,2017/6/18
桂林,多云转阵雨,23,30,2017/6/18
梧州,阵雨,24,30,2017/6/18
贺州,多云转阵雨,23,28,2017/6/18
贵港,阵雨转多云,25,31,2017/6/18
玉林,多云转中雨,25,30,2017/6/18
百色,阵雨,24,30,2017/6/18
钦州,阵雨,25,31,2017/6/18
河池,多云转阵雨,23,31,2017/6/18
北海,阵雨,26,30,2017/6/18
防城港,多云转阵雨,26,31,2017/6/18
海口,雷阵雨转阵雨,26,31,2017/6/18
香港,大雨转暴雨,26,29,2017/6/18
澳门,大雨,25,29,2017/6/18
高雄,阴转小雨,27,31,2017/6/18
台中,中雨,25,30,2017/6/18
三亚,大雨转阵雨,26,31,2017/6/18
九寨沟,多云转阴,17,27,2017/6/18
拉杰比拉杰,一场大雷雨,,26,2017/6/18
湄泞,晴,,27,2017/6/19
吕梁,晴,17,33,2017/6/18
佛山,中雨,24,29,2017/6/18
蒙加尔,阵雨和雷雨，有时有强阵雨和雷雨,,19,2017/6/18
马亨德拉那加,局部地区有雷雨,,25,2017/6/18
伊拉姆,零星降雨和雷雨,,20,2017/6/18
杜尔西布尔,晴间多云,,23,2017/6/18
帕坦,一场阵雨或雷雨,,20,2017/6/18
黑道达,一场大雷雨,,23,2017/6/18
帕罗,零星降雨转为持续降雨,,11,2017/6/18
贾纳克布尔,一场大雷雨,,27,2017/6/18
塔希冈,阵雨或大雷雨,,19,2017/6/18
达蓝,零星降雨和雷雨,,23,2017/6/18
代希瓦勒,零星降雨和雷雨,,26,2017/6/18
加勒,零星降雨和雷雨,,26,2017/6/18
斯里贾亚瓦德纳普拉科特,零星降雨和雷雨,,26,2017/6/18
巴里萨尔,局部地区有雷雨,,28,2017/6/18
库米拉,局部地区有雷雨,,26,2017/6/18
诺瓦布甘杰,零星降雨和雷雨,,28,2017/6/18
栋吉,几场雷雨,,27,2017/6/18
赛义德布尔,一场大雷雨,,25,2017/6/18
达卡,小雨,26,,2017/6/18
迪纳杰普尔,一场大雷雨,,25,2017/6/18
帕布纳,大雷雨,,27,2017/6/18
努沃勒埃利耶,风,,14,2017/6/18
莫勒图沃,零星降雨和雷雨,,26,2017/6/18
安集延,晴间多云,,22,2017/6/18
马尔吉兰,晴转晴间多云,,24,2017/6/18
纳沃伊,晴,,24,2017/6/18
马雷,晴,,25,2017/6/18
古利斯坦,晴间多云,,23,2017/6/18
安格连,晴间多云,,17,2017/6/18
阿萨达巴德,晴,,23,2017/6/18
卡尔希,晴,,23,2017/6/18
拉什卡尔加,晴,,30,2017/6/18
奇尔奇克,晴间多云,,18,2017/6/18
达沙古兹,晴,,20,2017/6/18
希比尔甘,晴,,27,2017/6/18
罗克汉普顿,多云,13,,2017/6/18
阿格达什,晴转晴间多云,,18,2017/6/18
杰布拉伊尔,晴转晴间多云,,16,2017/6/18
汉拉尔,晴转晴间多云,,13,2017/6/18
贝拉甘,晴转晴间多云,,18,2017/6/18
沙赫布兹,晴,,15,2017/6/18
舍基,晴转晴间多云,,13,2017/6/18
戈兰博伊,晴转晴间多云,,19,2017/6/18
卡齐穆罕默德,晴转晴间多云,,18,2017/6/18
伊斯梅尔雷,多云转阴,,14,2017/6/18
克尔巴贾尔,晴间多云,,7,2017/6/18
萨特雷,多云转阴,,17,2017/6/18
霍贾文德,晴转晴间多云,,17,2017/6/18
朱利法,晴转晴间多云,,18,2017/6/18
马萨雷,多云转阴,,18,2017/6/18
哈萨克,晴转晴间多云,,16,2017/6/18
库巴,多云转阴,,11,2017/6/18
戈布斯坦区,多云转阴,,12,2017/6/18
迪维奇,多云转阴,,17,2017/6/18
亚尔德姆雷,逐渐晴朗,,13,2017/6/18
锡阿赞,多云转阴,,15,2017/6/18
乌贾雷,晴转晴间多云,,18,2017/6/18
卡希,晴转晴间多云,,10,2017/6/18
库巴特雷,晴转晴间多云,,12,2017/6/18
希尔万,晴转晴间多云,,18,2017/6/18
泰尔泰尔,晴转晴间多云,,18,2017/6/18
库萨雷,多云转阴,,11,2017/6/18
瑙堡,晴间多云,,20,2017/6/18
迈马纳,晴,,17,2017/6/18
塔卢坎,晴,,21,2017/6/18
艾巴克,晴,,20,2017/6/18
马扎里沙里夫,晴,,30,2017/6/18
苏亚克,多云转阴到多云间晴,,22,2017/6/18
居尔皮普,多云转阴到多云间晴,,20,2017/6/18
路易港,多云转阴到多云间晴,,20,2017/6/18
博巴森,多云转阴到多云间晴,,20,2017/6/18
弗拉克中心村,多云转阴到多云间晴,,22,2017/6/18
阿格斯塔法,晴转晴间多云,,16,2017/6/18
菲祖利,晴转晴间多云,,17,2017/6/18
盖贝莱,逐渐晴朗,,11,2017/6/18
科姆拉茨,多云转阴到多云间晴,,14,2017/6/18
伊米什利,晴转晴间多云,,18,2017/6/18
巴拉肯,晴转晴间多云,,12,2017/6/18
阿格贾贝迪,晴转晴间多云,,18,2017/6/18
阿赫苏,逐渐晴朗,,15,2017/6/18
古韦里耶,晴,,33,2017/6/18
德拉,晴,,17,2017/6/18
迈舍拉,晴,,13,2017/6/18
代尔祖尔,晴,,25,2017/6/18
苏韦达,晴,,13,2017/6/18
贝达,多云转阴,,18,2017/6/18
哈塞克,晴,,23,2017/6/18
阿勒颇,晴,,19,2017/6/18
费尔瓦尼耶,晴,,33,2017/6/18
富奈提斯,晴,,32,2017/6/18
津吉巴尔,多云转阴,,28,2017/6/18
巴延,晴,,33,2017/6/18
沃尔拜,晴,,32,2017/6/18
曼卡夫,晴,,32,2017/6/18
哈瓦利,晴,,33,2017/6/18
鲁姆,晴,,33,2017/6/18
苏拜赫,晴,,31,2017/6/18
舒艾拜港,晴,,32,2017/6/18
埃里加博,多云转阴,,15,2017/6/18
加萨,晴转晴间多云,,21,2017/6/18
伯利恒,晴,,17,2017/6/18
阿迪克伊赫,晴,,15,2017/6/18
希兰,晴,,32,2017/6/18
达霍克,晴,,18,2017/6/18
贝卢尔,晴间多云,,26,2017/6/18
埃迪内茨,多云转阴,,12,2017/6/18
阿尔贝拉,晴,,21,2017/6/18
克伦,晴间多云,,21,2017/6/18
瑟纳费,晴,,15,2017/6/18
拉姆拉,晴,,21,2017/6/18
阿科达特,晴,,26,2017/6/18
祖拉,晴间多云,,28,2017/6/18
米底巴,晴,,15,2017/6/18
巴伦图,晴,,22,2017/6/18
特瑟内,晴间多云,,26,2017/6/18
马基奴,晴,,28,2017/6/18
门德费拉,晴,,18,2017/6/18
温格内,多云转阴,,14,2017/6/18
伊尔比德,晴,,17,2017/6/18
苏莱曼尼亚,晴,,17,2017/6/18
纳克法,晴,,19,2017/6/18
扎尔卡,晴,,19,2017/6/18
拿撒勒,晴,,19,2017/6/18
贝特雁,晴,,21,2017/6/18
卡胡尔,多云转阴到多云间晴,,14,2017/6/18
东部省卡拉达,晴,,27,2017/6/18
索罗卡,多云转阴,,13,2017/6/18
杰拉什,晴,,17,2017/6/18
卡济迈因,晴,,27,2017/6/18
阿什多德,晴,,20,2017/6/18
马赫穆迪亚,晴,,27,2017/6/18
奥尔海伊,多云转阴,,14,2017/6/18
基希讷乌,多云转阴到多云间晴,,13,2017/6/18
卡拉克,晴,,17,2017/6/18
萨迈拉,晴,,28,2017/6/18
布里斯班,小雨,16,,2017/6/18
恰赫恰兰,晴,13,,2017/6/18
彼得罗巴浦洛夫斯克,阴,10,,2017/6/18
北阿什杜德,多云,21,,2017/6/18
塔比拉兰,中雨,26,,2017/6/18
大邱,多云,17,,2017/6/18
乌隆他尼,阴,25,,2017/6/18
惠山,阴,10,,2017/6/18
普吉岛,多云,26,,2017/6/18
萨达,晴,21,,2017/6/18
塔伊夫,晴,24,,2017/6/18
惠灵顿,晴,6,,2017/6/18
马尔萨斯卡拉,多云转阴,,20,2017/6/18
普拉夫,几场阵雨,,11,2017/6/18
沃克拉,晴,,35,2017/6/18
纽卡斯尔,中雨,15,,2017/6/18
杰利科,晴,27,,2017/6/18
马安,晴,19,,2017/6/18
凯恩斯,多云,21,,2017/6/18
阿斯马拉,晴,21,,2017/6/18
阿萨布,晴,33,,2017/6/18
塔菲拉,晴,17,,2017/6/18
拉特纳普勒,中雨,24,,2017/6/18
托克马克,晴,18,,2017/6/18
阿绍,多云,29,,2017/6/18
耶路撒冷中央区,晴,18,,2017/6/18
奥华特,晴,25,,2017/6/18
哈姆伦,多云转阴,,20,2017/6/18
维多利亚,多云转阴,,21,2017/6/18
贝拉内,几场阵雨,,12,2017/6/18
布德瓦,晴转晴间多云,,18,2017/6/18
阿塔尔德,多云转阴,,20,2017/6/18
圣朱利安斯,多云转阴,,20,2017/6/18
比耶洛波列,几场阵雨,,12,2017/6/18
普卢日内,几场阵雨,,11,2017/6/18
毛伦,晴,,11,2017/6/18
沙恩,晴,,11,2017/6/18
加拉,多云转阴,,21,2017/6/18
姆迪纳,多云转阴,,19,2017/6/18
马尔萨,多云转阴,,20,2017/6/18
森格莱阿,多云转阴,,20,2017/6/18
阿帕丁,晴转晴间多云,,15,2017/6/18
纳沙尔,多云转阴,,20,2017/6/18
基尔科普,多云转阴,,21,2017/6/18
苏博蒂察,晴转晴间多云,,15,2017/6/18
凯尔切姆,多云转阴,,21,2017/6/18
圣劳伦斯,多云转阴,,21,2017/6/18
斯维吉,多云转阴,,20,2017/6/18
普列夫利亚,几场阵雨,,12,2017/6/18
马尔萨什洛克,多云转阴,,20,2017/6/18
科瓦契察,晴转晴间多云,,15,2017/6/18
纳奴米,多云,30,,2017/6/18
纽基拉塔,大雨,29,,2017/6/18
塔拉瓦,多云,30,,2017/6/18
贝鲁,多云,30,,2017/6/18
坎顿岛,多云,27,,2017/6/18
巴尔蒂,多云,14,,2017/6/18
瓦拉纳西,多云,28,,2017/6/18
阿罗拉亚岛,多云,29,,2017/6/18
新克内热瓦茨,晴转晴间多云,,14,2017/6/18
克鲁亚,晴转晴间多云,,12,2017/6/18
比利什特,多云转阴到多云间晴,,8,2017/6/18
弗洛里亚纳,多云转阴,,20,2017/6/18
圣斯特凡岛,逐渐晴朗,,18,2017/6/18
利亚,多云转阴,,20,2017/6/18
桑纳特,多云转阴,,21,2017/6/18
古迪亚,多云转阴,,21,2017/6/18
德维纳,更凉爽,,10,2017/6/18
圣韦内拉,多云转阴,,20,2017/6/18
梅利哈,多云转阴,,20,2017/6/18
卢加,多云转阴,,21,2017/6/18
勒申,多云转阴到多云间晴,,12,2017/6/18
帕图斯,晴转晴间多云,,13,2017/6/18
迪夫亚卡,晴转晴间多云,,14,2017/6/18
斯利马,多云转阴,,20,2017/6/18
亚罗士打,多云,23,,2017/6/18
山打根,小雨,25,,2017/6/18
恰尔达拉,晴,25,,2017/6/18
武端,阴,26,,2017/6/18
的里雅斯特,晴,19,,2017/6/18
布泽乌,晴,22,,2017/6/18
格伦迪,多云转阴,,21,2017/6/18
扎巴尔,多云转阴,,20,2017/6/18
开城,阴,14,,2017/6/18
查尔哲夫,晴,25,,2017/6/18
纳伦,多云,10,,2017/6/18
金武,晴,16,,2017/6/18
达尔甘阿塔,多云,21,,2017/6/18
吉扎克,晴,22,,2017/6/18
费尔干纳,多云,22,,2017/6/18
布塔里塔里,多云,30,,2017/6/18
喀什,晴,24,,2017/6/18
浩罕,晴,25,,2017/6/18
昆格勒,晴,16,,2017/6/18
纳曼干,多云,24,,2017/6/18
努库斯,晴,18,,2017/6/18
布尔奇察,多云转阴,,9,2017/6/18
马利奇,多云转阴到多云间晴,,8,2017/6/18
特里森,晴,,11,2017/6/18
伊里格,晴转晴间多云,,14,2017/6/18
科斯皮夸,多云转阴,,20,2017/6/18
拉巴特,多云转阴,,19,2017/6/18
祖里格,多云转阴,,21,2017/6/18
埃申,晴,,12,2017/6/18
比尔基卡拉,多云转阴,,20,2017/6/18
塔尔欣,多云转阴,,20,2017/6/18
新海尔采格,晴转晴间多云,,19,2017/6/18
措卡,晴转晴间多云,,15,2017/6/18
潘切沃,晴转晴间多云,,13,2017/6/18
鲁马,晴转晴间多云,,14,2017/6/18
卡姆扎,晴转晴间多云,,15,2017/6/18
扎布利亚克,几场阵雨,,8,2017/6/18
普雷尼亚斯,几场阵雨,,10,2017/6/18
泽布季,多云转阴,,20,2017/6/18
克鲁帕尼,几场阵雨,,12,2017/6/18
特里森贝格,晴,,11,2017/6/18
努拉塔,晴,21,,2017/6/18
撒马尔罕,晴,22,,2017/6/18
塔姆德,晴,23,,2017/6/18
塔什干,晴,22,,2017/6/18
铁尔梅兹,晴,25,,2017/6/18
土库曼巴什,晴,20,,2017/6/18
乌尔根奇,晴,19,,2017/6/18
普斯科夫,阴,14,,2017/6/18
西乌尔特,多云,13,,2017/6/18
卡拉苏,多云,19,,2017/6/18
塔拉斯,晴,16,,2017/6/18
马穆拉西,晴转晴间多云,,14,2017/6/18
圣布兰登,多云,22,,2017/6/18
阿卡尔特西卡,多云,11,,2017/6/18
伯尔尼西,多云,14,,2017/6/18
杰尔宾特,多云,17,,2017/6/18
库塔伊西,多云,16,,2017/6/18
巴统,多云,17,,2017/6/18
波蒂,多云,17,,2017/6/18
泰拉维,多云,15,,2017/6/18
祖格迪迪,多云,16,,2017/6/18
乌赫塔,多云,9,,2017/6/18
诗巫,中雨,23,,2017/6/18
塔伊兹,晴,22,,2017/6/18
拉萨德基地国际机场,多云,20,,2017/6/18
塔尔图斯,多云,21,,2017/6/18
罗德里格斯岛,多云,23,,2017/6/18
